X,Y,OBJECTID,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
-117.163632263,33.1372442000001,6234,11,78,,SD,,12.911,,"SAN MARCOS, TWIN OAKS VALLEY ROAD",10400.0,160000.0,158000.0,12100.0,160000.0,159000.0
-117.141313206,33.138661879,6235,11,78,,SD,,14.241,,"SAN MARCOS, WOODLAND PARKWAY",12100.0,160000.0,159000.0,10500.0,159000.0,158000.0
-117.141241949,33.1387920990001,6236,11,78,,SD,,14.241,,"SAN MARCOS, WOODLAND PARKWAY",12100.0,160000.0,159000.0,10500.0,159000.0,158000.0
-117.12152598,33.1320188030001,6237,11,78,,SD,,15.486,,NORDAHL ROAD,10500.0,159000.0,158000.0,11600.0,165000.0,160000.0
-117.121432639,33.1322122440001,6238,11,78,,SD,,15.486,,NORDAHL ROAD,10500.0,159000.0,158000.0,11600.0,165000.0,160000.0
-117.104871669,33.1269187230001,6239,11,78,,SD,R,16.539,,"ESCONDIDO, JCT. RTE. 15",12100.0,169000.0,160000.0,6600.0,88000.0,82000.0
-117.104904369,33.1271370920001,6240,11,78,,SD,R,16.539,,"ESCONDIDO, JCT. RTE. 15",12100.0,169000.0,160000.0,6600.0,88000.0,82000.0
-117.093015919,33.130560594,6241,11,78,,SD,R,17.268,,"ESCONDIDO, CENTRE CITY PARKWAY",6600.0,88000.0,82000.0,4400.0,58000.0,55000.0
-117.093067966,33.130743888,6242,11,78,,SD,R,17.268,,"ESCONDIDO, CENTRE CITY PARKWAY",6600.0,88000.0,82000.0,4400.0,58000.0,55000.0
-117.086236892,33.1322846750001,6243,11,78,,SD,T,17.678,,BROADWAY AND RTE 78,4250.0,55000.0,54000.0,2650.0,33000.0,32500.0
-117.086101408,33.1323301670001,6244,11,78,,SD,T,17.678,,BROADWAY AND RTE 78,4250.0,55000.0,54000.0,2650.0,33000.0,32500.0
-117.086491123,33.132944229,6245,11,78,,SD,N,17.68,,"ESCONDIDO, BROADWAY/LINCOLN PARKWAY",4250.0,57000.0,56000.0,4250.0,57000.0,56000.0
-117.086491123,33.132944229,6246,11,78,,SD,N,17.68,,"ESCONDIDO, BROADWAY/LINCOLN PARKWAY",4250.0,57000.0,56000.0,4250.0,57000.0,56000.0
-117.085412581,33.1303575690001,6247,11,78,,SD,T,17.822,,"ESCONDIDO, MISSION AVENUE",2650.0,33000.0,32500.0,2750.0,34000.0,33500.0
-117.085285898,33.130377749,6248,11,78,,SD,T,17.822,,"ESCONDIDO, MISSION AVENUE",2650.0,33000.0,32500.0,2750.0,34000.0,33500.0
-117.083861918,33.1269648140001,6249,11,78,,SD,T,18.072,,"ESCONDIDO, WASHINGTON AVENUE",2750.0,34000.0,33500.0,2600.0,31000.0,30500.0
-117.083861918,33.1269648140001,6250,11,78,,SD,T,18.072,,"ESCONDIDO, WASHINGTON AVENUE",2750.0,34000.0,33500.0,2600.0,31000.0,30500.0
-117.078438659,33.1286517070001,6251,11,78,,SD,T,18.408,,"ESCONDIDO, HICKORY STREET",2600.0,31000.0,30500.0,1400.0,14600.0,13600.0
-117.078438659,33.1286517070001,6252,11,78,,SD,T,18.408,,"ESCONDIDO, HICKORY STREET",2600.0,31000.0,30500.0,1400.0,14600.0,13600.0
-117.068007993,33.133106276,6253,11,78,,SD,T,19.094,,ESCONDIDO  ASH STREET,1350.0,14800.0,13600.0,1500.0,17100.0,17000.0
-117.068007993,33.133106276,6254,11,78,,SD,T,19.094,,ESCONDIDO  ASH STREET,1350.0,14800.0,13600.0,1500.0,17100.0,17000.0
-117.067103601,33.1304619100001,6255,11,78,,SD,T,19.271,,"ESCONDIDO, VALLEY PARKWAY BOULEVARD",1500.0,17100.0,17000.0,1400.0,15300.0,15000.0
-117.066980897,33.130536131,6256,11,78,,SD,T,19.271,,"ESCONDIDO, VALLEY PARKWAY BOULEVARD",1500.0,17100.0,17000.0,1400.0,15300.0,15000.0
-117.065592717,33.1271989840001,6257,11,78,,SD,T,19.525,,"ESCONDIDO, GRAND AVENUE",1400.0,15300.0,15000.0,1300.0,15000.0,14800.0
-117.065481755,33.1272510530001,6258,11,78,,SD,T,19.525,,"ESCONDIDO, GRAND AVENUE",1400.0,15300.0,15000.0,1300.0,15000.0,14800.0
-117.062947334,33.124002353,6259,11,78,,SD,,19.221,,"ESCONDIDO, OAK HILL DRIVE/5TH AVENUE",1300.0,15000.0,14800.0,1250.0,13600.0,13400.0
-117.062830468,33.124076067,6260,11,78,,SD,,19.221,,"ESCONDIDO, OAK HILL DRIVE/5TH AVENUE",1300.0,15000.0,14800.0,1250.0,13600.0,13400.0
-117.05643994,33.1114230630001,6261,11,78,,SD,,20.19,,17TH AVENUE,1300.0,13900.0,13700.0,1300.0,14500.0,14300.0
-117.05643994,33.1114230630001,6262,11,78,,SD,,20.19,,17TH AVENUE,1300.0,13900.0,13700.0,1300.0,14500.0,14300.0
-117.049957585,33.109255977,6263,11,78,,SD,,20.64,,BEAR VALLEY PARKWAY,1300.0,14500.0,14300.0,1300.0,15200.0,15100.0
-117.049957585,33.109255977,6264,11,78,,SD,,20.64,,BEAR VALLEY PARKWAY,1300.0,14500.0,14300.0,1300.0,15200.0,15100.0
-117.045090092,33.1073992300001,6265,11,78,,SD,,20.95,,SUMMIT DRIVE,1300.0,15200.0,15100.0,930.0,12500.0,12400.0
-117.045090092,33.1073992300001,6266,11,78,,SD,,20.95,,SUMMIT DRIVE,1300.0,15200.0,15100.0,930.0,12500.0,12400.0
-117.020972134,33.0976791310001,6267,11,78,,SD,R,22.56,,CLOVERDALE/SAN PASQUAL ROAD,930.0,12500.0,12400.0,1100.0,11200.0,10300.0
-117.021006153,33.0978252130001,6268,11,78,,SD,R,22.56,,CLOVERDALE/SAN PASQUAL ROAD,930.0,12500.0,12400.0,1100.0,11200.0,10300.0
-117.018147728,33.098840868,6269,11,78,,SD,,23.0,,SAN PASQUAL VALLEY ROAD,1200.0,10800.0,10300.0,1200.0,10800.0,10300.0
-117.018147728,33.098840868,6270,11,78,,SD,,23.0,,SAN PASQUAL VALLEY ROAD,1200.0,10800.0,10300.0,1200.0,10800.0,10300.0
-117.00253083,33.094301418,6271,11,78,,SD,,24.023,,WILD ANIMAL PARK ROAD,1200.0,10800.0,10300.0,850.0,8500.0,7400.0
-117.002483531,33.094372637,6272,11,78,,SD,,24.023,,WILD ANIMAL PARK ROAD,1200.0,10800.0,10300.0,850.0,8500.0,7400.0
-116.954339951,33.091834084,6273,11,78,,SD,R,27.315,,BANDY CANYON ROAD,850.0,8500.0,7400.0,1000.0,10600.0,9400.0
-116.954339951,33.091834084,6274,11,78,,SD,R,27.315,,BANDY CANYON ROAD,850.0,8500.0,7400.0,1000.0,10600.0,9400.0
-116.884785737,33.070163848,6275,11,78,,SD,,33.05,,WEEKEND VILLA ROAD,1000.0,10600.0,9400.0,1000.0,11000.0,9800.0
-116.884785737,33.070163848,6276,11,78,,SD,,33.05,,WEEKEND VILLA ROAD,1000.0,10600.0,9400.0,1000.0,11000.0,9800.0
-116.871513913,33.0585404890001,6277,11,78,,SD,,34.352,,ASH ST,1000.0,11000.0,9800.0,1150.0,12000.0,11100.0
-116.871513913,33.0585404890001,6278,11,78,,SD,,34.352,,ASH ST,1000.0,11000.0,9800.0,1150.0,12000.0,11100.0
-116.871122813,33.047590954,6279,11,78,,SD,,35.12,,OLIVE STREET,1150.0,12000.0,11100.0,840.0,10100.0,9800.0
-116.871122813,33.047590954,6280,11,78,,SD,,35.12,,OLIVE STREET,1150.0,12000.0,11100.0,840.0,10100.0,9800.0
-116.868609874,33.0420458150001,6281,11,78,,SD,,35.519,,JCT. RTE. 67 SOUTHWEST,840.0,10100.0,9800.0,1200.0,21800.0,20700.0
-116.868609874,33.0420458150001,6282,11,78,,SD,,35.519,,JCT. RTE. 67 SOUTHWEST,840.0,10100.0,9800.0,1200.0,21800.0,20700.0
-116.86544194,33.043745803,6283,11,78,,SD,,35.741,,"RAMONA, EIGHTH STREET",1200.0,21600.0,20700.0,1600.0,20600.0,20300.0
-116.86544194,33.043745803,6284,11,78,,SD,,35.741,,"RAMONA, EIGHTH STREET",1200.0,21600.0,20700.0,1600.0,20600.0,20300.0
-116.863841642,33.044628011,6285,11,78,,SD,,35.85,,"RAMONA, SEVENTH STREET",1600.0,20600.0,20300.0,1350.0,16700.0,16500.0
-116.863841642,33.044628011,6286,11,78,,SD,,35.85,,"RAMONA, SEVENTH STREET",1600.0,20600.0,20300.0,1350.0,16700.0,16500.0
-116.862286601,33.0454889910001,6287,11,78,,SD,,35.96,,"RAMONA, SIXTH STREET",1350.0,16700.0,16500.0,1200.0,14900.0,14600.0
-116.862286601,33.0454889910001,6288,11,78,,SD,,35.96,,"RAMONA, SIXTH STREET",1350.0,16700.0,16500.0,1200.0,14900.0,14600.0
-116.857834179,33.04822582,6289,11,78,,SD,,36.29,,"RAMONA, THIRD STREET",1200.0,14900.0,14600.0,680.0,17100.0,8500.0
-116.857834179,33.04822582,6290,11,78,,SD,,36.29,,"RAMONA, THIRD STREET",1200.0,14900.0,14600.0,680.0,17100.0,8500.0
-116.844831533,33.051111887,6291,11,78,,SD,,37.11,,MAGNOLIA AVENUE,680.0,17100.0,8500.0,680.0,7100.0,6900.0
-116.844831687,33.051180415,6292,11,78,,SD,,37.11,,MAGNOLIA AVENUE,680.0,17100.0,8500.0,680.0,7100.0,6900.0
-116.791901697,33.0856527940001,6293,11,78,,SD,,41.96,,SUTHERLAND DAM ROAD,680.0,7100.0,6900.0,570.0,5200.0,4900.0
-116.791901697,33.0856527940001,6294,11,78,,SD,,41.96,,SUTHERLAND DAM ROAD,680.0,7100.0,6900.0,570.0,5200.0,4900.0
-116.673965365,33.10920106,6295,11,78,,SD,,51.108,,WEST JCT. RTE. 79,1150.0,8400.0,6700.0,990.0,5100.0,4700.0
-116.673965365,33.10920106,6296,11,78,,SD,,51.108,,WEST JCT. RTE. 79,1150.0,8400.0,6700.0,990.0,5100.0,4700.0
-116.617273967,33.0781358360001,6297,11,78,,SD,,56.91,,PINE HILLS ROAD,1000.0,5600.0,4700.0,930.0,6000.0,5100.0
-116.617273967,33.0781358360001,6298,11,78,,SD,,56.91,,PINE HILLS ROAD,1000.0,5600.0,4700.0,930.0,6000.0,5100.0
-116.602424436,33.0785835290001,6299,11,78,,SD,,57.88,,"JULIAN, MAIN/ WASHINGTON STREETS",930.0,6000.0,5100.0,560.0,4900.0,4750.0
-116.602424436,33.0785835290001,6300,11,78,,SD,,57.88,,"JULIAN, MAIN/ WASHINGTON STREETS",930.0,6000.0,5100.0,560.0,4900.0,4750.0
-116.598656717,33.0764535700001,6301,11,78,,SD,,58.133,,EAST JCT. RTE. 79,800.0,8500.0,5800.0,510.0,4000.0,3750.0
-116.598656717,33.0764535700001,6302,11,78,,SD,,58.133,,EAST JCT. RTE. 79,800.0,8500.0,5800.0,510.0,4000.0,3750.0
-116.590178759,33.0770848070001,6303,11,78,,SD,,58.64,,MANZANITA ROAD,510.0,4000.0,3750.0,250.0,2450.0,2200.0
-116.590178759,33.0770848070001,6304,11,78,,SD,,58.64,,MANZANITA ROAD,510.0,4000.0,3750.0,250.0,2450.0,2200.0
-116.590435817,33.0851160930001,6305,11,78,,SD,,59.24,,CANYON DRIVE,250.0,2450.0,2200.0,190.0,1700.0,1550.0
-116.590435817,33.0851160930001,6306,11,78,,SD,,59.24,,CANYON DRIVE,250.0,2450.0,2200.0,190.0,1700.0,1550.0
-116.594043722,33.096153272,6307,11,78,,SD,,60.273,,WYNOLA ROAD,190.0,1700.0,1550.0,130.0,1300.0,1200.0
-116.594043722,33.096153272,6308,11,78,,SD,,60.273,,WYNOLA ROAD,190.0,1700.0,1550.0,130.0,1300.0,1200.0
-116.475404121,33.0967509210001,6309,11,78,,SD,,69.693,,VALLECITOS ROAD,130.0,1300.0,1200.0,120.0,1150.0,1100.0
-116.475404121,33.0967509210001,6310,11,78,,SD,,69.693,,VALLECITOS ROAD,130.0,1300.0,1200.0,120.0,1150.0,1100.0
-116.470799593,33.098568083,6311,11,78,,SD,,70.01,,SAN FELIPE ROAD,120.0,1150.0,1100.0,240.0,1450.0,1350.0
-116.470799593,33.098568083,6312,11,78,,SD,,70.01,,SAN FELIPE ROAD,120.0,1150.0,1100.0,240.0,1450.0,1350.0
-116.380008804,33.1356372320001,6313,11,78,,SD,,76.84,,YAQUI PASS ROAD,240.0,2250.0,1350.0,250.0,1600.0,1150.0
-116.380008804,33.1356372320001,6314,11,78,,SD,,76.84,,YAQUI PASS ROAD,240.0,2250.0,1350.0,250.0,1600.0,1150.0
-116.244533105,33.157366735,6315,11,78,,SD,,85.61,,BORREGO SPRINGS ROAD,250.0,1600.0,1150.0,340.0,2250.0,1600.0
-116.244533105,33.157366735,6316,11,78,,SD,,85.61,,BORREGO SPRINGS ROAD,250.0,1600.0,1150.0,340.0,2250.0,1600.0
-116.081082316,33.13223379,6317,11,78,,SD,,95.313,,SAN DIEGO/IMPERIAL COUNTY LINE,340.0,2250.0,1600.0,,,
-116.081082316,33.13223379,6318,11,78,,SD,,95.313,,SAN DIEGO/IMPERIAL COUNTY LINE,340.0,2250.0,1600.0,,,
-116.081082316,33.13223379,6319,11,78,,IMP,,0.0,,SAN DIEGO/IMPERIAL COUNTY LINE,,,,300.0,1950.0,1200.0
-116.081082316,33.13223379,6320,11,78,,IMP,,0.0,,SAN DIEGO/IMPERIAL COUNTY LINE,,,,300.0,1950.0,1200.0
-115.588907593,32.9991606830001,6321,11,78,,IMP,R,9.203,,SOUTH JCT RTE 86,210.0,1200.0,840.0,800.0,12000.0,9900.0
-115.58896697,32.9992784510001,6322,11,78,,IMP,R,9.203,,SOUTH JCT RTE 86,210.0,1200.0,840.0,800.0,12000.0,9900.0
-115.561452767,33.000001685,6323,11,78,,IMP,R,10.809,,BRANDT RD,800.0,11200.0,9900.0,790.0,14000.0,11100.0
-115.561468015,33.000336718,6324,11,78,,IMP,R,10.809,,BRANDT RD,800.0,11200.0,9900.0,790.0,14000.0,11100.0
-115.526394873,33.0003854130001,6325,11,78,,IMP,R,12.891,,JCT 78/111 - WEST,850.0,14700.0,12100.0,930.0,18700.0,15400.0
-115.526405104,33.0007266960001,6326,11,78,,IMP,R,12.891,,JCT 78/111 - WEST,850.0,14700.0,12100.0,930.0,18700.0,15400.0
-115.855292812,33.125774372,6327,11,78,,IMP,,13.169,,NORTH JCT. RTE 86 (RTE 86-43.559),260.0,1350.0,1200.0,260.0,1300.0,1200.0
-115.855292812,33.125774372,6328,11,78,,IMP,,13.169,,NORTH JCT. RTE 86 (RTE 86-43.559),260.0,1350.0,1200.0,260.0,1300.0,1200.0
-115.509305602,32.999045939,6329,11,78,,IMP,R,13.897,,BEST ROAD,1000.0,17300.0,15400.0,1050.0,11500.0,10300.0
-115.509300771,32.9993767610001,6330,11,78,,IMP,R,13.897,,BEST ROAD,1000.0,17300.0,15400.0,1050.0,11500.0,10300.0
-115.501341627,32.978639878,6331,11,78,,IMP,,15.499,,E JCT RTE 78/111,970.0,12500.0,10300.0,490.0,5300.0,4300.0
-115.501341627,32.978639878,6332,11,78,,IMP,,15.499,,E JCT RTE 78/111,970.0,12500.0,10300.0,490.0,5300.0,4300.0
-115.448720945,32.9745985370001,6333,11,78,,IMP,,18.651,,WEST JCT. RTE. 115,520.0,5200.0,4300.0,640.0,4400.0,3600.0
-115.448720945,32.9745985370001,6334,11,78,,IMP,,18.651,,WEST JCT. RTE. 115,520.0,5200.0,4300.0,640.0,4400.0,3600.0
-115.40799961,32.9741448820001,6335,11,78,,IMP,,21.023,,EAST JCT. RTE. 115,410.0,4300.0,3600.0,350.0,3650.0,3000.0
-115.40799961,32.9741448820001,6336,11,78,,IMP,,21.023,,EAST JCT. RTE. 115,410.0,4300.0,3600.0,350.0,3650.0,3000.0
-115.323762715,32.974761459,6337,11,78,,IMP,,25.927,,GREEN ROAD,510.0,6800.0,3000.0,590.0,2950.0,2550.0
-115.323762715,32.974761459,6338,11,78,,IMP,,25.927,,GREEN ROAD,510.0,6800.0,3000.0,590.0,2950.0,2550.0
-115.072293814,32.996681795,6339,11,78,,IMP,,41.004,,GLAMIS,590.0,2950.0,2550.0,630.0,3000.0,2700.0
-115.072293814,32.996681795,6340,11,78,,IMP,,41.004,,GLAMIS,590.0,2950.0,2550.0,630.0,3000.0,2700.0
-114.911349361,33.085506679,6341,11,78,,IMP,,52.348,,OGILBY ROAD,630.0,3000.0,2700.0,750.0,3450.0,2950.0
-114.911349361,33.085506679,6342,11,78,,IMP,,52.348,,OGILBY ROAD,630.0,3000.0,2700.0,750.0,3450.0,2950.0
-114.732226183,33.429353968,6343,11,78,,IMP,,80.442,,"PALO VERDE, FOURTH/MAIN STREETS",790.0,3750.0,3050.0,470.0,3200.0,2800.0
-114.732345173,33.4293443020001,6344,11,78,,IMP,,80.442,,"PALO VERDE, FOURTH/MAIN STREETS",790.0,3750.0,3050.0,470.0,3200.0,2800.0
-114.732478819,33.433729623,6345,11,78,,IMP,,80.743,,"PALO VERDE, IMPERIAL/RIVERSIDE COUNTY LINE",320.0,2000.0,1700.0,,,
-114.732518737,33.4337398050001,6346,11,78,,IMP,,80.743,,"PALO VERDE, IMPERIAL/RIVERSIDE COUNTY LINE",320.0,2000.0,1700.0,,,
-114.732478819,33.433729623,6347,8,78,,RIV,,0.0,,"PALO VERDE, IMPERIAL/RIVERSIDE COUNTY LINE",,,,240.0,1950.0,1700.0
-114.732518737,33.4337398050001,6348,8,78,,RIV,,0.0,,"PALO VERDE, IMPERIAL/RIVERSIDE COUNTY LINE",,,,240.0,1950.0,1700.0
-114.730830587,33.478072555,6349,8,78,,RIV,,3.06,,32ND AVENUE/PALO VERDE BOULEVARD,200.0,1600.0,1400.0,220.0,1850.0,1600.0
-114.730830587,33.478072555,6350,8,78,,RIV,,3.06,,32ND AVENUE/PALO VERDE BOULEVARD,200.0,1600.0,1400.0,220.0,1850.0,1600.0
-114.708827847,33.5070849890001,6351,8,78,,RIV,,6.35,,CRANNELLS BOULEVARD/28TH AVENUE,220.0,1850.0,1600.0,210.0,1700.0,1500.0
-114.708827847,33.5070849890001,6352,8,78,,RIV,,6.35,,CRANNELLS BOULEVARD/28TH AVENUE,220.0,1850.0,1600.0,210.0,1700.0,1500.0
-114.656017497,33.5070339980001,6353,8,78,,RIV,,9.352,,28TH AVENUE/NEIGHBORS BOULEVARD,210.0,1700.0,1500.0,220.0,2150.0,1950.0
-114.656017497,33.5070339980001,6354,8,78,,RIV,,9.352,,28TH AVENUE/NEIGHBORS BOULEVARD,210.0,1700.0,1500.0,220.0,2150.0,1950.0
-114.656269473,33.52544414,6355,8,78,,RIV,,10.62,,"RIPLEY, BROADWAY STREET",200.0,1950.0,1750.0,300.0,3000.0,2700.0
-114.656269473,33.52544414,6356,8,78,,RIV,,10.62,,"RIPLEY, BROADWAY STREET",200.0,1950.0,1750.0,300.0,3000.0,2700.0
-114.657688861,33.606716901,6357,8,78,,RIV,,16.169,,JCT. RTE. 10,350.0,3150.0,2900.0,350.0,3150.0,2900.0
-114.657688861,33.606716901,6358,8,78,,RIV,,16.169,,JCT. RTE. 10,350.0,3150.0,2900.0,350.0,3150.0,2900.0
-114.657790047,33.610129241,6359,8,78,,RIV,,16.411,,HOBSON WAY F-OLD RTE 10,340.0,3050.0,2800.0,,,
-114.657790047,33.610129241,6360,8,78,,RIV,,16.411,,HOBSON WAY F-OLD RTE 10,340.0,3050.0,2800.0,,,
-116.59449508,32.8524626660001,6361,11,79,,SD,,0.0,,GUTAY AND PINE VALLEY HIGHWAY,360.0,3400.0,3200.0,440.0,2750.0,2600.0
-116.59449508,32.8524626660001,6362,11,79,,SD,,0.0,,GUTAY AND PINE VALLEY HIGHWAY,360.0,3400.0,3200.0,440.0,2750.0,2600.0
-116.625415305,32.8271397670001,6363,11,79,,SD,L,0.044,,JCT. RTE. 8,,,,640.0,5900.0,5500.0
-116.625415305,32.8271397670001,6364,11,79,,SD,L,0.044,,JCT. RTE. 8,,,,640.0,5900.0,5500.0
-116.612826904,32.841318777,6365,11,79,,SD,L,1.297,,"DESCANSO, RIVERSIDE DRIVE",620.0,5900.0,5500.0,360.0,3400.0,3200.0
-116.612826904,32.841318777,6366,11,79,,SD,L,1.297,,"DESCANSO, RIVERSIDE DRIVE",620.0,5900.0,5500.0,360.0,3400.0,3200.0
-116.579181073,32.959598821,6367,11,79,,SD,,9.27,,PASO PICACHO CAMP GROUND,220.0,1750.0,1650.0,220.0,1750.0,1650.0
-116.579181073,32.959598821,6368,11,79,,SD,,9.27,,PASO PICACHO CAMP GROUND,220.0,1750.0,1650.0,220.0,1750.0,1650.0
-116.561209143,33.0109281750001,6369,11,79,,SD,,14.44,,SUNRISE HIGHWAY,210.0,1750.0,1650.0,260.0,2000.0,1900.0
-116.561209143,33.0109281750001,6370,11,79,,SD,,14.44,,SUNRISE HIGHWAY,210.0,1750.0,1650.0,260.0,2000.0,1900.0
-116.673962848,33.109201849,6371,11,79,,SD,,20.23,,JCT. RTE. 78,320.0,3100.0,2950.0,620.0,3000.0,2800.0
-116.673962848,33.109201849,6372,11,79,,SD,,20.23,,JCT. RTE. 78,320.0,3100.0,2950.0,620.0,3000.0,2800.0
-116.710291814,33.199798291,6373,11,79,,SD,,27.37,,JCT. RTE. 76 WEST,430.0,2950.0,2650.0,420.0,2750.0,2600.0
-116.710291814,33.199798291,6374,11,79,,SD,,27.37,,JCT. RTE. 76 WEST,430.0,2950.0,2650.0,420.0,2750.0,2600.0
-116.673962085,33.249357076,6375,11,79,,SD,,31.7,,SAN FELIPE ROAD,380.0,2850.0,2600.0,210.0,1850.0,1550.0
-116.673962085,33.249357076,6376,11,79,,SD,,31.7,,SAN FELIPE ROAD,380.0,2850.0,2600.0,210.0,1850.0,1550.0
-116.63330459,33.27955769,6377,11,79,,SD,,35.07,,"WARNER SPRINGS, LOS TULES ROAD",190.0,1700.0,1400.0,190.0,1700.0,1400.0
-116.63330459,33.27955769,6378,11,79,,SD,,35.07,,"WARNER SPRINGS, LOS TULES ROAD",190.0,1700.0,1400.0,190.0,1700.0,1400.0
-116.737265808,33.350643866,6379,11,79,,SD,,44.09,,SUNSHINE SUMMIT,170.0,1500.0,1250.0,220.0,1800.0,1700.0
-116.737265808,33.350643866,6380,11,79,,SD,,44.09,,SUNSHINE SUMMIT,170.0,1500.0,1250.0,220.0,1800.0,1700.0
-116.793586929,33.388827039,6381,11,79,,SD,,49.298,,OAK GROVE,200.0,1600.0,1500.0,260.0,2050.0,1900.0
-116.793586929,33.388827039,6382,11,79,,SD,,49.298,,OAK GROVE,200.0,1600.0,1500.0,260.0,2050.0,1900.0
-116.836773373,33.4268580080001,6383,11,79,,SD,,53.035,,SAN DIEGO/RIVERSIDE COUNTY LINE,310.0,1950.0,1650.0,,,
-116.836773373,33.4268580080001,6384,11,79,,SD,,53.035,,SAN DIEGO/RIVERSIDE COUNTY LINE,310.0,1950.0,1650.0,,,
-116.836773373,33.4268580080001,6385,8,79,,RIV,,0.0,,SAN DIEGO/RIVERSIDE COUNTY LINE,,,,240.0,2150.0,2000.0
-116.836773373,33.4268580080001,6386,8,79,,RIV,,0.0,,SAN DIEGO/RIVERSIDE COUNTY LINE,,,,240.0,2150.0,2000.0
-116.861748555,33.4416029380001,6387,8,79,,RIV,,2.27,,JCT. RTE. 371 EAST,350.0,3100.0,3000.0,1250.0,10000.0,8400.0
-116.861748555,33.4416029380001,6388,8,79,,RIV,,2.27,,JCT. RTE. 371 EAST,350.0,3100.0,3000.0,1250.0,10000.0,8400.0
-117.140307514,33.5526173540001,6389,8,79,,RIV,R,4.777,,MURRIETA HOT SPRINGS RD,3200.0,37500.0,35500.0,2650.0,31500.0,29500.0
-117.140489535,33.5526334480001,6390,8,79,,RIV,R,4.777,,MURRIETA HOT SPRINGS RD,3200.0,37500.0,35500.0,2650.0,31500.0,29500.0
-116.914537635,33.4639187220001,6391,8,79,,RIV,,5.802,,SAGE ROAD,1350.0,10700.0,9000.0,1350.0,10800.0,9100.0
-116.914537635,33.4639187220001,6392,8,79,,RIV,,5.802,,SAGE ROAD,1350.0,10700.0,9000.0,1350.0,10800.0,9100.0
-117.124983277,33.592075569,6393,8,79,,RIV,M,7.63,,BENTON RD,3000.0,32500.0,30000.0,2600.0,28500.0,26000.0
-117.125066461,33.5921465270001,6394,8,79,,RIV,M,7.63,,BENTON RD,3000.0,32500.0,30000.0,2600.0,28500.0,26000.0
-117.084929025,33.7071931420001,6395,8,79,,RIV,R,16.67,,SIMPSON AVENUE,1900.0,20700.0,19000.0,1300.0,14200.0,13000.0
-117.084929025,33.7071931420001,6396,8,79,,RIV,R,16.67,,SIMPSON AVENUE,1900.0,20700.0,19000.0,1300.0,14200.0,13000.0
-117.076443757,33.7390935540001,6397,8,79,,RIV,R,19.16,,JCT. RTE. 74,1300.0,14200.0,13000.0,1250.0,16000.0,15000.0
-117.076443757,33.7390935540001,6398,8,79,,RIV,R,19.16,,JCT. RTE. 74,1300.0,14200.0,13000.0,1250.0,16000.0,15000.0
-116.958693859,33.758503724,6399,8,79,,RIV,,26.4,,MENLO AVENUE MAIN STREET,1150.0,15000.0,14000.0,1000.0,12800.0,12000.0
-116.95870828,33.7585038120001,6400,8,79,,RIV,,26.4,,MENLO AVENUE MAIN STREET,1150.0,15000.0,14000.0,1000.0,12800.0,12000.0
-117.003593668,33.830718882,6401,8,79,,RIV,M,32.762,,SAN JACINTO RIVER BRIDGE,3950.0,52000.0,49000.0,3950.0,52000.0,49000.0
-117.003593668,33.830718882,6402,8,79,,RIV,M,32.762,,SAN JACINTO RIVER BRIDGE,3950.0,52000.0,49000.0,3950.0,52000.0,49000.0
-117.003926642,33.8454563080001,6403,8,79,,RIV,M,33.78,,"GILMAN SPRINGS ROAD, SANDRSON AVENUE",3950.0,52000.0,49000.0,4050.0,49500.0,45000.0
-117.004034447,33.845458837,6404,8,79,,RIV,M,33.78,,"GILMAN SPRINGS ROAD, SANDRSON AVENUE",3950.0,52000.0,49000.0,4050.0,49500.0,45000.0
-116.981527652,33.909627652,6405,8,79,,RIV,,39.19,,CALIFORNIA AVENUE,3150.0,38500.0,35000.0,2850.0,35000.0,32000.0
-116.981527785,33.909627458,6406,8,79,,RIV,,39.19,,CALIFORNIA AVENUE,3150.0,38500.0,35000.0,2850.0,35000.0,32000.0
-116.97716239,33.9270084670001,6407,8,79,,RIV,,40.449,,"BEAUMONT, JCT. RTE. 10",2850.0,35000.0,32000.0,,,
-116.97716239,33.9270084670001,6408,8,79,,RIV,,40.449,,"BEAUMONT, JCT. RTE. 10",2850.0,35000.0,32000.0,,,
-122.40502252,37.7677242660001,6409,4,80,,SF,,3.951,,"SAN FRANCISCO, JCT. RTE. 101",,,,11800.0,180000.0,175000.0
-122.405380636,37.767714035,6410,4,80,,SF,,3.951,,"SAN FRANCISCO, JCT. RTE. 101",,,,11800.0,180000.0,175000.0
-122.406374777,37.773951922,6411,4,80,,SF,,4.4,,"SAN FRANCISCO, 7th/8th STREETS",11800.0,181000.0,175000.0,12600.0,190000.0,184000.0
-122.406766164,37.774064121,6412,4,80,,SF,,4.4,,"SAN FRANCISCO, 7th/8th STREETS",11800.0,181000.0,175000.0,12600.0,190000.0,184000.0
-122.364235113,37.810954171,6413,4,80,,SF,R,7.89,,END RT INDEP ALIGN,,,,15800.0,244000.0,236000.0
-122.364223326,37.8109666070001,6414,4,80,,SF,R,7.89,,END RT INDEP ALIGN,,,,15800.0,244000.0,236000.0
